python-filelock 3.20.0-2
python-gobject 3.54.5-1
python-greenlet 3.3.0-1
python-h11 0.16.0-1
python-hatch-vcs 0.5.0-1
python-hatchling 1.28.0-1
python-html2text 2025.4.15-1
python-httpcore 1.0.9-2
python-httpx 0.28.1-6
python-hyperlink 21.0.0-7
python-i3ipc 2.2.1-8
python-idna 3.11-1
python-ijson 3.4.0-1
python-iniconfig 2.1.0-1
python-installer 0.7.0-10
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-2
python-keyring 25.7.0-1
python-keyutils 0.6-11
python-loguru 0.7.3-1
python-lxml 6.0.2-1
python-mako 1.3.10-1
python-markdown 3.10.0-1
python-markdown-it-py 4.0.0-1
python-markupsafe 3.0.2-1
python-materialyoucolor-git 2.0.10.r6.g36bd0f4-1
python-mdurl 0.1.2-8
python-more-itertools 10.8.0-1
python-msgpack 1.1.2-1
python-mysql-connector 9.5.0-1
python-numpy 2.4.0-1
python-opencv 4.12.0-17
python-packaging 25.0-1
python-pathspec 0.12.1-3
python-pexpect 4.9.0-4
python-pillow 12.1.0-1
python-pip 25.3-1
python-platformdirs 4.5.1-1
python-pluggy 1.6.0-1
python-pooch 1.8.2-4
python-psutil 7.1.3-1
python-ptyprocess 0.7.0-8
python-pyalsa 1.2.14-1
python-pycparser 2.23-1
python-pygments 2.19.2-1
python-pynvim 0.6.0-1
python-pyperclip 1.11.0-1
python-pyproject-hooks 1.2.0-3
python-pyqt6 6.10.1-1
python-pyqt6-sip 13.10.3-1
python-pyquery 2.0.1-1
python-pytest 1:8.4.2-1
python-pywayland 0.4.18-2
python-pywhispercpp-cpu 1.4.0-10
python-pyxdg 0.28-4
python-requests 2.32.5-1
python-rich 14.2.0-1
python-scipy 1.16.3-1
python-secretstorage 3.3.3-6
python-setproctitle 1.3.7-1
python-setuptools 1:80.9.0-2
python-setuptools-scm 9.2.2-1
python-shellingham 1.5.4-3
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-sounddevice 0.5.3-1
python-toml 0.10.2-12
python-tomli-w 1.2.0-1
python-tomlkit 0.13.3-1
python-tqdm 4.67.1-3
python-trove-classifiers 2025.12.1.14-1
python-typing_extensions 4.15.0-1
python-urllib3 2.6.2-1
python-userpath 1.9.2-3
python-uv 0.9.22-1
python-virtualenv 20.35.4-1
python-watchdog 6.0.0-1
python-wheel 0.45.1-1
python-xlib 0.33-4
python-yaml 6.0.3-1
python-zstandard 0.25.0-1
pywal-git 3.3.0.r134.g236aa48-3
qalculate-gtk 5.8.2-1
qca-qt6 2.3.10-4
qqc2-desktop-style 6.21.0-1
qqc2-desktop-style5 5.116.1-1
qrcodegencpp-cmake 1.8.0-4
qt5-3d 5.15.18-1
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-gamepad 5.15.18-1
qt5-graphicaleffects 5.15.18-1
qt5-imageformats 5.15.18+kde+r2-1
qt5-location 5.15.18+kde+r7-2
qt5-multimedia 5.15.18+kde+r2-1
qt5-networkauth 5.15.18-1
qt5-quickcontrols 5.15.18-1
qt5-quickcontrols2 5.15.18+kde+r5-1
qt5-script 5.15.19-3
qt5-sensors 5.15.18-1
qt5-serialport 5.15.18-1
qt5-speech 5.15.18+kde+r1-1
qt5-svg 5.15.18+kde+r5-1
qt5-tools 5.15.18+kde+r3-1
qt5-translations 5.15.18-1
qt5-virtualkeyboard 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-x11extras 5.15.18-1
qt5-xmlpatterns 5.15.18-1
qt5ct-kde 1.8-15
qt6-5compat 6.10.1-1
qt6-base 6.10.1-1
qt6-declarative 6.10.1-2
qt6-imageformats 6.10.1-1
qt6-multimedia 6.10.1-1
qt6-multimedia-ffmpeg 6.10.1-1
qt6-networkauth 6.10.1-1
qt6-positioning 6.10.1-1
qt6-shadertools 6.10.1-1
qt6-speech 6.10.1-1
qt6-svg 6.10.1-1
qt6-translations 6.10.1-1
qt6-virtualkeyboard 6.10.1-1
qt6-wayland 6.10.1-1
qt6-webchannel 6.10.1-1
qt6-webengine 6.10.1-1
qt6ct-kde 0.11-5
quickshell-git 0.2.0.r67.g1e4d804-1
rav1e 0.8.1-2
re2 2:2025.11.05-1
readline 8.3.003-1
redhat-fonts 4.1.0-1
reflector 2023-3
rhash 1.4.6-1
rmpc-git 0.10.0.r65.g64a47a6-1
rnnoise 1:0.2-1
rofi 2.0.0-1
rofi-emoji 4.1.0-2
rofimoji 6.7.0-1
rsync 3.4.1-2
rtkit 0.14-1
rubberband 4.0.0-1
ruby 3.4.7-2
rubygems 3.6.9-1
runc 1.4.0-1
rustup 1.28.2-4
sbc 2.1-1
scdoc 1.11.4-1
sdbus-cpp 2.2.1-1
sddm 0.21.0-6
sddm-silent-theme 1.3.6-1
sdl2-compat 2.32.60-1
sdl2_sound 2.0.4-1
sdl2_sound-debug 2.0.4-1
sdl3 3.2.28-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
serd 0.32.6-1
shaderc 2025.5-1
shadow 4.18.0-1
shared-mime-info 2.4-2
signon-kwallet-extension 25.12.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simde 0.8.2-1
simdjson 1:4.2.4-1
simple-mtpfs 0.4.0-1.2
slang 2.3.3-4
slop 7.7-2
slurp 1.5.0-1
snappy 1.2.2-2
sndio 1.10.0-1
socat 1.8.1.0-1
sof-firmware 2025.12-1
solid 6.21.0-1
sonnet 6.21.0-1
sonnet5 5.116.0-2
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
spdlog 1.16.0-1
speex 1.2.1-2
speexdsp 1.2.1-2
spicetify-cli 2.42.7-1
spirv-tools 1:1.4.335.0-1
spotify 1:1.2.79.425-1
sqlite 3.51.1-1
sratom 0.6.20-1
srt 1.5.4-1
sshfs 3.7.3-3
starship 1.24.2-1
startup-notification 0.12-9
stow 2.4.1-1
sudo 1.9.17.p2-1
suitesparse 7.12.1-1
svt-av1 3.1.2-1
swappy 1.8.0-1
swaync 0.12.3-1
swayosd 0.2.1-2
swww 0.11.2-1
sxhkd 0.6.3-1
syndication 6.21.0-1
systemd 259-2
systemd-libs 259-2
systemd-sysvcompat 259-2
taglib 2.1.1-1
tar 1.35-2
tdb 1.4.14-1
tela-circle-icon-theme-dracula 2025_02_10-1
telegram-desktop 6.4.1-1
terminus-font 4.49.1-8
tesseract 5.5.2-1
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tesseract-data-rus 2:4.1.0-4
tesseract-data-spa 2:4.1.0-4
texinfo 7.2-1
texlive-bin 2025.2-3
thunar 4.20.6-1
tinysparql 3.10.1-2
tinyxml2 11.0.0-1
tmux 3.6_a-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
translate-shell 0.9.7.1-2
trash-cli 0.24.5.26-2
tree 2.2.1-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.10-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-all-the-icons 5.0.0-1
ttf-cascadia-code-nerd 3.4.0-1
ttf-cascadia-mono-nerd 3.4.0-1
ttf-droid 20121017-11
ttf-fantasque-nerd 3.4.0-1
ttf-fira-code 6.2-2
ttf-hack-nerd 3.4.0-1
ttf-hanazono 20170904-5
ttf-inconsolata 1:3.000-5
ttf-iosevka-nerd 3.4.0-1
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-material-icons 2.874-1
ttf-material-symbols-variable 2.874-1
ttf-meslo-nerd-font-powerlevel10k 2.3.3-1.1
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-nerd-fonts-symbols-mono 3.4.0-1
ttf-readex-pro 1.204-2.1
ttf-rubik-vf 2.3.0-3
ttf-terminus-nerd 3.4.0-1
ttf-twemoji 17.0.2-3
ttf-ubuntu-mono-nerd 3.4.0-1
ttf-victor-mono 1.5.6-1
tumbler 4.20.1-1
twolame 0.4.0-4
tzdata 2025c-1
uchardet 0.0.8-3
udiskie 2.5.8-1
udisks2 2.11.0-1
ueberzugpp 2.9.8-1
unibilium 2.1.2-1
unzip 6.0-23
update-grub 0.0.1-8.1
upower 1.91.0-1
uthash 2.3.0-2
util-linux 2.41.3-1
util-linux-libs 2.41.3-1
uv 0.9.22-1
uwsm 0.26.0-1
v4l-utils 1.32.0-1
vapoursynth 73-1
verdict 1.4.4-1
vid.stab 1.1.1-2
vim-runtime 9.1.2077-1
visual-studio-code-insiders-bin 1767936129-1
vlc 3.0.21-32
vlc-cli 3.0.21-32
vlc-gui-qt 3.0.21-32
vlc-plugin-a52dec 3.0.21-32
vlc-plugin-alsa 3.0.21-32
vlc-plugin-archive 3.0.21-32
vlc-plugin-dav1d 3.0.21-32
vlc-plugin-dbus 3.0.21-32
vlc-plugin-dbus-screensaver 3.0.21-32
vlc-plugin-faad2 3.0.21-32
vlc-plugin-flac 3.0.21-32
vlc-plugin-gnutls 3.0.21-32
vlc-plugin-inflate 3.0.21-32
vlc-plugin-journal 3.0.21-32
vlc-plugin-jpeg 3.0.21-32
vlc-plugin-lua 3.0.21-32
vlc-plugin-mpg123 3.0.21-32
vlc-plugin-ogg 3.0.21-32
vlc-plugin-opus 3.0.21-32
vlc-plugin-png 3.0.21-32
vlc-plugin-pulse 3.0.21-32
vlc-plugin-shout 3.0.21-32
vlc-plugin-speex 3.0.21-32
vlc-plugin-tag 3.0.21-32
vlc-plugin-theora 3.0.21-32
vlc-plugin-twolame 3.0.21-32
vlc-plugin-vorbis 3.0.21-32
vlc-plugin-vpx 3.0.21-32
vlc-plugin-xml 3.0.21-32
vlc-plugins-base 3.0.21-32
vlc-plugins-video-output 3.0.21-32
vmaf 3.0.0-1
volume_key 0.3.12-11
vte-common 0.82.3-1
vte3 0.82.3-1
vtk 9.5.2-8
vulkan-icd-loader 1.4.335.0-1
vulkan-intel 1:25.3.3-1
vulkan-mesa-implicit-layers 1:25.3.3-1
wavpack 5.8.1-1
waybar 0.14.0-5
wayland 1.24.0-1
wayland-protocols 1.47-1
webkit2gtk 2.50.4-1
webkit2gtk-4.1 2.50.4-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-1 1.3-5
wf-recorder 0.6.0-1
wget 1.25.0-3
whatsapp-linux-desktop-debug 1.0.1-1
which 2.23-1
wildmidi 0.4.6-1
wireplumber 0.5.13-1
wl-clip-persist 0.5.0-1
wl-clipboard 1:2.2.1-3
wlogout 1.2.2-0.3
wlr-randr 0.5.0-1
wmname 0.1-6
woff2 1.0.2-6
woff2-font-awesome 7.1.0-1
wpa_supplicant 2:2.11-3
wtype 0.4-2
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xapp 3.2.1-1
xapp-symbolic-icons 1.0.7-2
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-4
xclip 0.13-6
xcolor 0.5.1-4
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-3
xdg-desktop-portal-wlr 0.8.1-1
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xdo 0.5.7-3
xdotool 3.20211022.1-2
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkb-switch 1.8.5-1
xkb-switch-debug 1.8.5-1
xkeyboard-config 2.46-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-server-xvfb 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xkill 1.0.6-2
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xwayland 24.1.9-1
xorg-xwininfo 1.1.6-2
xorgproto 2025.1-1
xsettingsd 1.0.2-3
xvidcore 1.3.7-3
xwinwrap-0.9-bin 0.9-1
xwinwrap-0.9-bin-debug 0.9-1
xxhash 0.8.3-1
xz 5.8.2-1
yad 14.2-1
yajl 2.1.0-6
yay-bin 12.5.7-1
yay-bin-debug 12.5.7-1
yazi 26.1.4-1
ydotool 1.0.4-2
yyjson 0.12.0-1
zen-debug 0.8.20200819LTS-1
zenity 4.2.1-1
zeromq 4.3.5-2
zimg 3.0.6-1
zip 3.0-11
zix 0.8.0-1
zlib 1:1.3.1-2
zlib-ng 2.3.2-1
zram-generator 1.2.1-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k-git r4315.efc9ddd9-1
zstd 1.5.7-2
zziplib 0.13.80-1
